name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
The 'Burbs,PG,Comedy,1989,"February 17, 1989 (United States)",6.9,71000.0,Joe Dante,Dana Olsen,Tom Hanks,United States,18000000.0,49101993.0,Imagine Entertainment,102.0
Say Anything,PG-13,Comedy,1989,"April 14, 1989 (United States)",7.3,85000.0,Cameron Crowe,Cameron Crowe,John Cusack,United States,,21515196.0,Gracie Films,100.0
Shirley Valentine,R,Comedy,1989,"August 30, 1989 (United States)",7.2,7400.0,Lewis Gilbert,Willy Russell,Pauline Collins,United Kingdom,,6056912.0,Paramount Pictures,108.0
Harlem Nights,R,Comedy,1989,"November 17, 1989 (United States)",6.1,21000.0,Eddie Murphy,Eddie Murphy,Eddie Murphy,United States,30000000.0,60864870.0,Eddie Murphy Productions,116.0
"See No Evil, Hear No Evil",R,Comedy,1989,"May 12, 1989 (United States)",6.9,50000.0,Arthur Hiller,Earl Barret,Richard Pryor,United States,18000000.0,46908987.0,TriStar Pictures,103.0
The War of the Roses,R,Comedy,1989,"December 8, 1989 (United States)",6.8,50000.0,Danny DeVito,Warren Adler,Michael Douglas,United States,26000000.0,160188546.0,Twentieth Century Fox,116.0
UHF,PG-13,Comedy,1989,"July 21, 1989 (United States)",7.0,27000.0,Jay Levey,'Weird Al' Yankovic,'Weird Al' Yankovic,United States,5000000.0,6157157.0,Cinecorp SAC,97.0
Look Who's Talking,PG-13,Comedy,1989,"October 13, 1989 (United States)",5.9,78000.0,Amy Heckerling,Amy Heckerling,John Travolta,United States,7500000.0,296999813.0,TriStar Pictures,93.0
Tie Me Up! Tie Me Down!,NC-17,Comedy,1989,"January 22, 1990 (Spain)",7.0,26000.0,Pedro AlmodÃ³var,Pedro AlmodÃ³var,Victoria Abril,Spain,,4088140.0,El Deseo,101.0
Dream a Little Dream,PG-13,Comedy,1989,"March 3, 1989 (United States)",5.8,6500.0,Marc Rocco,Daniel Jay Franklin,Corey Feldman,United States,,5552441.0,Lightning Pictures,114.0
Skin Deep,R,Comedy,1989,"March 3, 1989 (United States)",6.1,4200.0,Blake Edwards,Blake Edwards,John Ritter,United States,9000000.0,19674852.0,Beco Films,101.0
She's Out of Control,PG,Comedy,1989,"April 14, 1989 (United States)",5.4,4100.0,Stan Dragoti,Seth Winston,Tony Danza,United States,,12065892.0,Weintraub Entertainment Group,90.0
Teen Witch,PG-13,Comedy,1989,"April 28, 1989 (United States)",6.1,8600.0,Dorian Walker,Robin Menken,Robyn Lively,United States,,27843.0,Trans World Entertainment (TWE),90.0
The Fabulous Baker Boys,R,Comedy,1989,"October 13, 1989 (United States)",6.9,22000.0,Steve Kloves,Steve Kloves,Jeff Bridges,United States,13000000.0,18428904.0,Gladden Entertainment,114.0
Shocker,R,Comedy,1989,"October 27, 1989 (United States)",5.5,15000.0,Wes Craven,Wes Craven,Michael Murphy,United States,5000000.0,16554699.0,Alive Films,109.0
She-Devil,PG-13,Comedy,1989,"December 8, 1989 (United States)",5.6,17000.0,Susan Seidelman,Fay Weldon,Meryl Streep,United States,,15351421.0,Orion Pictures,99.0
Mystery Train,R,Comedy,1989,"November 17, 1989 (United States)",7.6,26000.0,Jim Jarmusch,Jim Jarmusch,Masatoshi Nagase,Japan,2800000.0,1544973.0,JVC Entertainment Networks,110.0
Fletch Lives,PG,Comedy,1989,"March 17, 1989 (United States)",6.1,20000.0,Michael Ritchie,Gregory McDonald,Chevy Chase,United States,8000000.0,39450960.0,Universal Pictures,95.0
Erik the Viking,PG-13,Comedy,1989,"September 22, 1989 (United States)",6.2,13000.0,Terry Jones,Terry Jones,Tim Robbins,United Kingdom,,1932642.0,KB Erik the Viking,107.0
Crimes and Misdemeanors,PG-13,Comedy,1989,"November 3, 1989 (United States)",7.9,56000.0,Woody Allen,Woody Allen,Martin Landau,United States,19000000.0,18254702.0,Jack Rollins & Charles H. Joffe Productions,104.0
Let It Ride,PG-13,Comedy,1989,"August 18, 1989 (United States)",6.8,5300.0,Joe Pytka,Jay Cronley,Richard Dreyfuss,United States,18000000.0,4973285.0,Alleged Productions,90.0
Loverboy,PG-13,Comedy,1989,"April 28, 1989 (United States)",6.1,7500.0,Joan Micklin Silver,Robin Schiff,Patrick Dempsey,United States,,3960327.0,Crescent Film Enterprises,98.0
The Gods Must Be Crazy II,PG,Comedy,1989,"April 13, 1990 (United States)",6.9,16000.0,Jamie Uys,Jamie Uys,N!xau,South Africa,,6291444.0,Elrina Investment,98.0
Chances Are,PG,Comedy,1989,"March 10, 1989 (United States)",6.5,11000.0,Emile Ardolino,Perry Howze,Cybill Shepherd,United States,16000000.0,16278590.0,TriStar Pictures,108.0
The Dream Team,PG-13,Comedy,1989,"April 7, 1989 (United States)",6.5,13000.0,Howard Zieff,Jon Connolly,Michael Keaton,United States,15000000.0,28890240.0,Universal Pictures,113.0
New York Stories,PG,Comedy,1989,"March 10, 1989 (United States)",6.4,17000.0,Woody Allen,Richard Price,Woody Allen,United States,15000000.0,10763469.0,Touchstone Pictures,124.0
Cousins,PG-13,Comedy,1989,"February 10, 1989 (United States)",6.3,4300.0,Joel Schumacher,Jean-Charles Tacchella,Ted Danson,United States,13000000.0,22026369.0,Paramount Pictures,113.0
We're No Angels,PG-13,Comedy,1989,"December 15, 1989 (United States)",6.1,22000.0,Neil Jordan,David Mamet,Robert De Niro,United States,20000000.0,10555348.0,Paramount Pictures,106.0
Who's Harry Crumb?,PG-13,Comedy,1989,"February 3, 1989 (United States)",5.9,15000.0,Paul Flaherty,Robert Conte,John Candy,United States,,10982364.0,TriStar Pictures,94.0
Police Academy 6: City Under Siege,PG,Comedy,1989,"March 10, 1989 (United States)",4.4,29000.0,Peter Bonerz,Neal Israel,Bubba Smith,United States,12000000.0,11567217.0,Warner Bros.,84.0
Her Alibi,PG,Comedy,1989,"February 3, 1989 (United States)",5.8,6900.0,Bruce Beresford,Charlie Peters,Tom Selleck,United States,,18699037.0,Warner Bros.,94.0
Wicked Stepmother,PG-13,Comedy,1989,"February 3, 1989 (United States)",4.3,1800.0,Larry Cohen,Larry Cohen,Bette Davis,United States,2500000.0,,Larco Productions,90.0
The Big Picture,PG-13,Comedy,1989,"December 15, 1989 (Brazil)",6.2,4800.0,Christopher Guest,Michael Varhol,Kevin Bacon,United States,5000000.0,117463.0,Aspen Film Society,100.0
Parents,R,Comedy,1989,"January 27, 1989 (United States)",6.1,6800.0,Bob Balaban,Christopher Hawthorne,Randy Quaid,Canada,3000000.0,870532.0,Great American Films Limited Partnership,81.0
Dad,PG,Comedy,1989,"November 10, 1989 (United States)",6.3,4700.0,Gary David Goldberg,William Wharton,Jack Lemmon,United States,19000000.0,27503037.0,Amblin Entertainment,117.0
How to Get Ahead in Advertising,R,Comedy,1989,"March 29, 1990 (West Germany)",6.9,5700.0,Bruce Robinson,Bruce Robinson,Richard E. Grant,United Kingdom,,418053.0,HandMade Films,90.0
Out Cold,R,Comedy,1989,"March 3, 1989 (United States)",5.5,703.0,Malcolm Mowbray,Leonard Glasser,John Lithgow,United States,,294266.0,Braunstein and Hamady Productions,92.0
Tap,PG-13,Comedy,1989,"February 10, 1989 (United States)",6.5,1500.0,Nick Castle,Nick Castle,Gregory Hines,United States,,9114702.0,Beco Films,111.0
The Experts,PG-13,Comedy,1989,"January 13, 1989 (United States)",4.8,2300.0,Dave Thomas,Steven Greene,John Travolta,Canada,,169203.0,Paramount Pictures,94.0
The Unbelievable Truth,R,Comedy,1989,"November 8, 1990 (Australia)",7.3,5000.0,Hal Hartley,Hal Hartley,Adrienne Shelly,United States,75000.0,,Action Features,90.0
The Tall Guy,R,Comedy,1989,"September 21, 1990 (United States)",6.2,4500.0,Mel Smith,Richard Curtis,Jeff Goldblum,United Kingdom,,510712.0,London Weekend Television (LWT),92.0
Sweetie,R,Comedy,1989,"September 28, 1989 (Australia)",6.8,3500.0,Jane Campion,Gerard Lee,GeneviÃ¨ve Lemon,Australia,,938562.0,Arenafilm,97.0
Miss Firecracker,PG,Comedy,1989,"January 19, 1990 (Sweden)",6.0,2000.0,Thomas Schlamme,Beth Henley,Holly Hunter,United States,,1852655.0,Corsair Pictures,102.0
Slaves of New York,R,Comedy,1989,March 1989 (United States),5.7,917.0,James Ivory,Tama Janowitz,Bernadette Peters,United States,,463972.0,TriStar Pictures,124.0
My Twentieth Century,,Comedy,1989,"January 13, 1990 (Japan)",7.1,1500.0,IldikÃ³ Enyedi,IldikÃ³ Enyedi,Dorota Segda,Hungary,,,Budapest StÃºdiÃ³ VÃ¡llalat,104.0
Scenes from the Class Struggle in Beverly Hills,R,Comedy,1989,July 1989 (United States),6.0,1200.0,Paul Bartel,Paul Bartel,Jacqueline Bisset,United States,,2156471.0,North Street Films,103.0
"Enemies, A Love Story",R,Comedy,1989,"December 13, 1989 (United States)",6.6,2100.0,Paul Mazursky,Isaac Bashevis Singer,Ron Silver,United States,9500000.0,7754571.0,Morgan Creek Entertainment,119.0
Worth Winning,PG-13,Comedy,1989,"October 27, 1989 (United States)",5.8,1600.0,Will Mackenzie,Dan Lewandowski,Mark Harmon,United States,,3690328.0,A&M Films,103.0
How I Got Into College,PG-13,Comedy,1989,"May 19, 1989 (United States)",5.8,2100.0,Savage Steve Holland,Terrel Seltzer,Anthony Edwards,United States,10000000.0,1642239.0,Twentieth Century Fox,86.0
Too Beautiful for You,R,Comedy,1989,April 1990 (United States),6.8,2600.0,Bertrand Blier,Bertrand Blier,GÃ©rard Depardieu,France,,1776440.0,CinÃ© Valse,91.0
Getting It Right,R,Comedy,1989,"May 5, 1989 (United States)",6.4,659.0,Randal Kleiser,Elizabeth Jane Howard,Jesse Birdsall,United Kingdom,,960385.0,Management Company Entertainment Group (MCEG),102.0
Rude Awakening,R,Comedy,1989,"August 16, 1989 (United States)",4.8,1200.0,David Greenwalt,Neil Levy,Cheech Marin,United States,10000000.0,3169719.0,Aaron Russo Entertainment,100.0
Cookie,R,Comedy,1989,"August 23, 1989 (United States)",5.4,1200.0,Susan Seidelman,Nora Ephron,Peter Falk,United States,,1869417.0,Lorimar Film Entertainment,94.0
Bloodhounds of Broadway,PG,Comedy,1989,"November 3, 1989 (United States)",5.5,1200.0,Howard Brookner,Howard Brookner,Josef Sommer,United States,4000000.0,43671.0,American Playhouse Theatrical Films,93.0
Staying Together,R,Comedy,1989,"November 10, 1989 (United States)",6.2,761.0,Lee Grant,Monte Merrick,Sean Astin,United States,,4348025.0,,91.0
Fast Food,PG-13,Comedy,1989,"April 28, 1989 (United States)",4.5,653.0,Michael A. Simpson,Scott B. Sowers,Clark Brandon,United States,,,Double Helix Films,92.0
Martians Go Home,PG-13,Comedy,1989,"April 20, 1990 (United States)",3.1,666.0,David Odell,Fredric Brown,Randy Quaid,United States,,129778.0,Edward R. Pressman Productions,89.0
Rosalie Goes Shopping,PG,Comedy,1989,May 1990 (United States),5.8,877.0,Percy Adlon,Christopher Doherty,Marianne SÃ¤gebrecht,United States,,574080.0,Bayerischer Rundfunk (BR),94.0
True Love,R,Comedy,1989,"September 15, 1989 (United States)",6.0,696.0,Nancy Savoca,Nancy Savoca,Annabella Sciorra,United States,,1354268.0,United Artists,104.0
Second Sight,PG,Comedy,1989,"November 3, 1989 (United States)",4.4,1300.0,Joel Zwick,Tom Schulman,John Larroquette,United States,,5368865.0,Lorimar Film Entertainment,83.0
A Chorus of Disapproval,PG,Comedy,1989,"November 3, 1989 (United Kingdom)",5.6,776.0,Michael Winner,Alan Ayckbourn,Jeremy Irons,United Kingdom,,216373.0,Curzon Films,92.0
The Lemon Sisters,PG-13,Comedy,1989,"August 31, 1990 (United States)",5.0,694.0,Joyce Chopra,Jeremy Pikser,Diane Keaton,United States,9000000.0,3473905.0,Lightyear Entertainment,93.0
Pretty Woman,R,Comedy,1990,"March 23, 1990 (United States)",7.0,299000.0,Garry Marshall,J.F. Lawton,Richard Gere,United States,14000000.0,463406268.0,Touchstone Pictures,119.0
Home Alone,PG,Comedy,1990,"November 16, 1990 (United States)",7.6,501000.0,Chris Columbus,John Hughes,Macaulay Culkin,United States,18000000.0,476684675.0,Hughes Entertainment,103.0
Tremors,PG-13,Comedy,1990,"January 19, 1990 (United States)",7.1,126000.0,Ron Underwood,S.S. Wilson,Kevin Bacon,United States,11000000.0,16667084.0,Universal Pictures,96.0
The Bonfire of the Vanities,R,Comedy,1990,"December 21, 1990 (United States)",5.6,22000.0,Brian De Palma,Michael Cristofer,Tom Hanks,United States,47000000.0,15691192.0,Warner Bros.,125.0
Wild at Heart,R,Comedy,1990,"August 17, 1990 (United States)",7.2,86000.0,David Lynch,Barry Gifford,Nicolas Cage,United States,9500000.0,14561425.0,PolyGram Filmed Entertainment,125.0
Cry-Baby,PG-13,Comedy,1990,"April 6, 1990 (United States)",6.5,57000.0,John Waters,John Waters,Johnny Depp,United States,11000000.0,8266343.0,Universal Pictures,85.0
Arachnophobia,PG-13,Comedy,1990,"July 18, 1990 (United States)",6.4,65000.0,Frank Marshall,Don Jakoby,Jeff Daniels,United States,22000000.0,53208180.0,Hollywood Pictures,109.0
Gremlins 2: The New Batch,PG-13,Comedy,1990,"June 15, 1990 (United States)",6.4,95000.0,Joe Dante,Chris Columbus,Zach Galligan,United States,50000000.0,41482207.0,Warner Bros.,106.0
Mermaids,PG-13,Comedy,1990,"December 14, 1990 (United States)",6.7,30000.0,Richard Benjamin,Patty Dann,Cher,United States,20000000.0,35419397.0,Orion Pictures,110.0
Joe Versus the Volcano,PG,Comedy,1990,"March 9, 1990 (United States)",5.8,35000.0,John Patrick Shanley,John Patrick Shanley,Tom Hanks,United States,25000000.0,39404261.0,Warner Bros.,102.0
Slacker,R,Comedy,1990,"July 5, 1991 (United States)",7.1,20000.0,Richard Linklater,Richard Linklater,Richard Linklater,United States,23000.0,1228108.0,Detour Filmproduction,97.0
Three Men and a Little Lady,PG,Comedy,1990,"November 21, 1990 (United States)",5.5,23000.0,Emile Ardolino,Coline Serreau,Tom Selleck,United States,,71609321.0,Touchstone Pictures,104.0
Problem Child,PG,Comedy,1990,"July 27, 1990 (United States)",5.4,29000.0,Dennis Dugan,Scott Alexander,Michael Oliver,United States,10000000.0,72270891.0,Universal Pictures,81.0
My Blue Heaven,PG-13,Comedy,1990,"August 17, 1990 (United States)",6.3,19000.0,Herbert Ross,Nora Ephron,Steve Martin,United States,,23591472.0,Hawn / Sylbert Movie Company,97.0
House Party,R,Comedy,1990,"March 9, 1990 (United States)",6.5,14000.0,Reginald Hudlin,Reginald Hudlin,Christopher Reid,United States,2500000.0,26385627.0,"Jackson/McHenry Company,The",100.0
Postcards from the Edge,R,Comedy,1990,"September 14, 1990 (United States)",6.7,16000.0,Mike Nichols,Carrie Fisher,Meryl Streep,United States,22000000.0,39071603.0,Columbia Pictures,101.0
Pump Up the Volume,R,Comedy,1990,"August 22, 1990 (United States)",7.2,27000.0,Allan Moyle,Allan Moyle,Christian Slater,Canada,,11541758.0,New Line Cinema,102.0
Frankenhooker,R,Comedy,1990,"June 1, 1990 (United States)",6.2,9400.0,Frank Henenlotter,Robert Martin,James Lorinz,United States,2500000.0,205068.0,Levins-Henenlotter,85.0
Slumber Party Massacre III,R,Comedy,1990,"September 7, 1990 (United States)",4.6,2500.0,Sally Mattison,Catherine Cyran,Keely Christian,United States,350000.0,1242995.0,Concorde Pictures,87.0
I Love You to Death,R,Comedy,1990,"April 6, 1990 (United States)",6.4,14000.0,Lawrence Kasdan,John Kostmayer,Kevin Kline,United States,,16186793.0,Chestnut Hill Productions,97.0
Quick Change,R,Comedy,1990,"July 13, 1990 (United States)",6.8,20000.0,Howard Franklin,Jay Cronley,Bill Murray,United States,15000000.0,15260154.0,Devoted Productions,89.0
Mr. Destiny,PG-13,Comedy,1990,"October 12, 1990 (United States)",6.4,12000.0,James Orr,James Orr,Jim Belushi,United States,20000000.0,15379253.0,Laurence Mark Productions,110.0
The Freshman,PG,Comedy,1990,"July 27, 1990 (United States)",6.5,19000.0,Andrew Bergman,Andrew Bergman,Marlon Brando,United States,12000000.0,21460601.0,TriStar Pictures,102.0
"Welcome Home, Roxy Carmichael",PG-13,Comedy,1990,"October 12, 1990 (United States)",5.9,5000.0,Jim Abrahams,Karen Leigh Hopkins,Winona Ryder,United Kingdom,,3989297.0,Incorporated Television Company (ITC),95.0
Look Who's Talking Too,PG-13,Comedy,1990,"December 14, 1990 (United States)",4.7,45000.0,Amy Heckerling,Amy Heckerling,John Travolta,United States,,47789074.0,TriStar Pictures,81.0
Rosencrantz & Guildenstern Are Dead,PG,Comedy,1990,"February 8, 1991 (United States)",7.4,21000.0,Tom Stoppard,Tom Stoppard,Gary Oldman,United Kingdom,,739104.0,Brandenberg,117.0
Tales from the Darkside: The Movie,R,Comedy,1990,"May 4, 1990 (United States)",6.3,16000.0,John Harrison,Michael McDowell,Debbie Harry,United States,3500000.0,16324573.0,Paramount Pictures,93.0
Green Card,PG-13,Comedy,1990,"February 1, 1991 (United States)",6.2,23000.0,Peter Weir,Peter Weir,GÃ©rard Depardieu,France,12500000.0,29888235.0,Touchstone Pictures,107.0
Metropolitan,PG-13,Comedy,1990,"August 3, 1990 (United States)",7.4,10000.0,Whit Stillman,Whit Stillman,Carolyn Farina,United States,230000.0,2960492.0,Westerly Films,98.0
Cyrano de Bergerac,PG,Comedy,1990,"December 1, 1990 (United States)",7.5,23000.0,Jean-Paul Rappeneau,Edmond Rostand,GÃ©rard Depardieu,France,,5822041.0,CamÃ©ra One,137.0
Almost an Angel,PG,Comedy,1990,"December 19, 1990 (United States)",5.6,4200.0,John Cornell,Paul Hogan,Paul Hogan,United States,25000000.0,6939946.0,Ironbark Films,95.0
Truly Madly Deeply,PG,Comedy,1990,"May 24, 1991 (United States)",7.2,7600.0,Anthony Minghella,Anthony Minghella,Juliet Stevenson,United Kingdom,,1554742.0,British Broadcasting Corporation (BBC),106.0
Life Is Sweet,R,Comedy,1990,December 1991 (United States),7.5,9500.0,Mike Leigh,Mike Leigh,Alison Steadman,United Kingdom,,1516414.0,British Screen Productions,103.0
Cadillac Man,R,Comedy,1990,"May 18, 1990 (United States)",5.7,14000.0,Roger Donaldson,Ken Friedman,Robin Williams,United States,,27627310.0,Orion Pictures,97.0
Taking Care of Business,R,Comedy,1990,"August 17, 1990 (United States)",6.5,8100.0,Arthur Hiller,Jill Mazursky,Jim Belushi,United States,,20005435.0,Hollywood Pictures,108.0
Repossessed,PG-13,Comedy,1990,"September 14, 1990 (United States)",4.8,8300.0,Bob Logan,Bob Logan,Leslie Nielsen,United States,,1382462.0,Carolco Pictures,80.0
Miami Blues,R,Comedy,1990,"April 20, 1990 (United States)",6.4,8000.0,George Armitage,Charles Willeford,Fred Ward,United States,,9888167.0,Tristes Tropiques,97.0
Alice,PG-13,Comedy,1990,"January 10, 1991 (Argentina)",6.6,14000.0,Woody Allen,Woody Allen,Mia Farrow,United States,12000000.0,7331647.0,Jack Rollins & Charles H. Joffe Productions,106.0
Side Out,PG-13,Comedy,1990,"March 30, 1990 (United States)",5.5,1900.0,Peter Israelson,David Thoreau,C. Thomas Howell,United States,6000000.0,,Aurora,100.0
The Hairdresser's Husband,R,Comedy,1990,"October 3, 1990 (France)",7.3,9200.0,Patrice Leconte,Claude Klotz,Jean Rochefort,France,,1217084.0,Lambart Productions,82.0
Ernest Goes to Jail,PG,Comedy,1990,"April 6, 1990 (United States)",5.4,9000.0,John R. Cherry III,Charlie Cohen,Jim Varney,United States,9000000.0,25029569.0,Silver Screen Partners IV,81.0
Madhouse,PG-13,Comedy,1990,"February 16, 1990 (United States)",5.5,3000.0,Tom Ropelewski,Tom Ropelewski,Richard Alexander,United States,,,Orion Pictures,90.0
Trust,R,Comedy,1990,"September 20, 1991 (United Kingdom)",7.4,9400.0,Hal Hartley,Hal Hartley,Adrienne Shelly,United Kingdom,700000.0,357400.0,Channel Four Films,107.0
Crazy People,R,Comedy,1990,"April 13, 1990 (United States)",6.0,4200.0,Tony Bill,Mitch Markowitz,Dudley Moore,United States,,13236513.0,Paramount Pictures,90.0
A Shock to the System,R,Comedy,1990,"March 23, 1990 (United States)",6.7,4500.0,Jan Egleson,Simon Brett,Michael Caine,United States,12000000.0,3417056.0,Brigand Films,88.0
The Boyfriend School,PG-13,Comedy,1990,"September 21, 1990 (United States)",5.8,2600.0,Malcolm Mowbray,Sarah Bird,Steve Guttenberg,United Kingdom,6700000.0,1171762.0,Hemdale,101.0
Nuns on the Run,PG-13,Comedy,1990,"March 30, 1990 (United States)",6.0,7700.0,Jonathan Lynn,Jonathan Lynn,Eric Idle,United Kingdom,,10959015.0,HandMade Films,89.0
Men Don't Leave,PG-13,Comedy,1990,"February 23, 1990 (United States)",6.7,2400.0,Paul Brickman,Barbara Benedek,Jessica Lange,United States,,6070725.0,The Geffen Company,115.0
Ghost Dad,PG,Comedy,1990,"June 29, 1990 (United States)",4.4,7500.0,Sidney Poitier,Brent Maddock,Bill Cosby,United States,,25421633.0,Universal Pictures,83.0
Book of Love,PG-13,Comedy,1990,"February 1, 1991 (United States)",6.2,1100.0,Robert Shaye,William Kotzwinkle,Chris Young,United States,,1382259.0,New Line Cinema,82.0
Meet the Applegates,R,Comedy,1990,"February 1, 1991 (United States)",5.5,2200.0,Michael Lehmann,Michael Lehmann,Ed Begley Jr.,United States,5000000.0,485772.0,Cinemarque Entertainment,90.0
Betsy's Wedding,R,Comedy,1990,"June 22, 1990 (United States)",5.6,3500.0,Alan Alda,Alan Alda,Alan Alda,United States,,19740070.0,Touchstone Pictures,94.0
Heart Condition,R,Comedy,1990,"February 2, 1990 (United States)",5.6,3300.0,James D. Parriott,James D. Parriott,Bob Hoskins,United States,,4134992.0,New Line Cinema,100.0
A Tale of Springtime,PG,Comedy,1990,"April 4, 1990 (France)",7.2,4000.0,Ãric Rohmer,Ãric Rohmer,Anne TeyssÃ¨dre,France,,20554.0,Compagnie Eric Rohmer (CER),108.0
Where the Heart Is,R,Comedy,1990,"February 23, 1990 (United States)",6.0,1500.0,John Boorman,Telsche Boorman,Dabney Coleman,United States,15000000.0,1106475.0,Touchstone Pictures,107.0
Love at Large,R,Comedy,1990,"March 9, 1990 (United States)",5.7,1200.0,Alan Rudolph,Alan Rudolph,Tom Berenger,United States,,1436308.0,David Blocker Productions,97.0
Short Time,PG-13,Comedy,1990,"May 4, 1990 (United States)",6.4,2200.0,Gregg Champion,John Blumenthal,Dabney Coleman,United States,,4010647.0,Gladden Entertainment,97.0
The Shrimp on the Barbie,PG-13,Comedy,1990,"August 31, 1990 (United States)",5.7,1200.0,Director,Grant Morris,Cheech Marin,Australia,,,Unity Pictures,90.0
May Fools,R,Comedy,1990,July 1990 (United States),7.3,2900.0,Louis Malle,Louis Malle,Miou-Miou,France,,1576702.0,Nouvelles Ãditions de Films (NEF),107.0
Opportunity Knocks,PG-13,Comedy,1990,"March 30, 1990 (United States)",6.0,2900.0,Donald Petrie,Mitchel Katlin,Dana Carvey,United States,,11359129.0,Imagine Films Entertainment,103.0
Funny About Love,PG-13,Comedy,1990,"September 21, 1990 (United States)",4.9,1300.0,Leonard Nimoy,Bob Greene,Gene Wilder,United States,,8141292.0,Duffy Films,101.0
Coupe de Ville,PG-13,Comedy,1990,"March 9, 1990 (United States)",6.7,2300.0,Joe Roth,Mike Binder,Patrick Dempsey,United States,,715983.0,Morgan Creek Entertainment,99.0
Sibling Rivalry,PG-13,Comedy,1990,"October 26, 1990 (United States)",5.4,2500.0,Carl Reiner,Martha Goldhirsh,Kirstie Alley,United States,16000000.0,17854933.0,Castle Rock Entertainment,87.0
Tune in Tomorrow...,PG-13,Comedy,1990,"November 2, 1990 (United States)",6.2,1700.0,Jon Amiel,Mario Vargas Llosa,Barbara Hershey,United States,11000000.0,1794001.0,Odyssey,107.0
The Nasty Girl,PG-13,Comedy,1990,March 1991 (United States),7.3,2500.0,Michael Verhoeven,Michael Verhoeven,Lena Stolze,West Germany,,2293625.0,Filmverlag der Autoren,92.0
Archangel,Not Rated,Comedy,1990,"September 1, 1990 (Canada)",6.5,1300.0,Guy Maddin,John B. Harvie,Michael Gottli,Canada,,,Cinephile,90.0
Career Opportunities,PG-13,Comedy,1991,"March 29, 1991 (United States)",5.9,12000.0,Bryan Gordon,John Hughes,Frank Whaley,United States,,11336986.0,Hughes Entertainment,83.0
The Addams Family,PG-13,Comedy,1991,"November 22, 1991 (United States)",6.9,140000.0,Barry Sonnenfeld,Charles Addams,Anjelica Huston,United States,30000000.0,191502426.0,Orion Pictures,99.0
My Girl,PG,Comedy,1991,"November 27, 1991 (United States)",6.9,75000.0,Howard Zieff,Laurice Elehwany,Anna Chlumsky,United States,17000000.0,59489799.0,Columbia Pictures,102.0
Father of the Bride,PG,Comedy,1991,"December 20, 1991 (United States)",6.5,71000.0,Charles Shyer,Frances Goodrich,Steve Martin,United States,,89325780.0,Touchstone Pictures,105.0
City Slickers,PG-13,Comedy,1991,"June 7, 1991 (United States)",6.8,51000.0,Ron Underwood,Lowell Ganz,Billy Crystal,United States,27000000.0,179033791.0,Castle Rock Entertainment,113.0
Don't Tell Mom the Babysitter's Dead,PG-13,Comedy,1991,"June 7, 1991 (United States)",6.3,29000.0,Stephen Herek,Neil Landau,Christina Applegate,United States,,25196249.0,Home Box Office (HBO),102.0
The Fisher King,R,Comedy,1991,"September 27, 1991 (United States)",7.5,81000.0,Terry Gilliam,Richard LaGravenese,Jeff Bridges,United States,24000000.0,41895491.0,TriStar Pictures,137.0
Sex and Zen,R,Comedy,1991,"November 30, 1991 (Hong Kong)",5.6,2200.0,Michael Mak,Alexander Lee,Lawrence Ng,Hong Kong,,,Golden Harvest Company,99.0
Drop Dead Fred,PG-13,Comedy,1991,"May 24, 1991 (United States)",5.9,27000.0,Ate de Jong,Elizabeth Livingston,Phoebe Cates,United States,6788000.0,13878411.0,PolyGram Filmed Entertainment,103.0
Barton Fink,R,Comedy,1991,"August 21, 1991 (United States)",7.7,116000.0,Joel Coen,Joel Coen,John Turturro,United Kingdom,9000000.0,6153939.0,Circle Films,116.0
Nothing But Trouble,PG-13,Comedy,1991,"February 15, 1991 (United States)",5.1,23000.0,Dan Aykroyd,Peter Aykroyd,Chevy Chase,United States,40000000.0,8479793.0,Applied Action,94.0
What About Bob?,PG,Comedy,1991,"May 17, 1991 (United States)",7.0,65000.0,Frank Oz,Alvin Sargent,Bill Murray,United States,35000000.0,63707829.0,Touchstone Pictures,99.0
The Naked Gun 2Â½: The Smell of Fear,PG-13,Comedy,1991,"June 28, 1991 (United States)",6.9,108000.0,David Zucker,Jim Abrahams,Leslie Nielsen,United States,23000000.0,86930411.0,Paramount Pictures,85.0
The Commitments,R,Comedy,1991,"September 13, 1991 (United States)",7.6,34000.0,Alan Parker,Roddy Doyle,Robert Arkins,Ireland,12000000.0,14919570.0,Beacon Communications,118.0
The People Under the Stairs,R,Comedy,1991,"November 1, 1991 (United States)",6.4,32000.0,Wes Craven,Wes Craven,Brandon Quintin Adams,United States,6000000.0,31347154.0,Universal Pictures,102.0
Doc Hollywood,PG-13,Comedy,1991,"August 2, 1991 (United States)",6.2,34000.0,Michael Caton-Jones,Neil B. Shulman,Michael J. Fox,United States,20000000.0,54830779.0,Warner Bros.,104.0
Delicatessen,R,Comedy,1991,"April 3, 1992 (United States)",7.6,82000.0,Marc Caro,Jean-Pierre Jeunet,Marie-Laure Dougnac,France,,1794187.0,Constellation,99.0
Night on Earth,R,Comedy,1991,"December 12, 1991 (Germany)",7.7,57000.0,Jim Jarmusch,Jim Jarmusch,Winona Ryder,France,3500000.0,2023808.0,Victor Company of Japan (JVC),129.0
Oscar,PG,Comedy,1991,"April 26, 1991 (United States)",6.5,30000.0,John Landis,Claude Magnier,Sylvester Stallone,United States,35000000.0,23562716.0,Joseph S. Vecchio Entertainment,109.0
