name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
Bats,PG-13,Horror,1999,"October 22, 1999 (United States)",3.9,9900.0,Louis Morneau,John Logan,Lou Diamond Phillips,United States,5250000.0,10155690.0,Destination Films,91.0
Final Destination,R,Horror,2000,"March 17, 2000 (United States)",6.7,236000.0,James Wong,Glen Morgan,Devon Sawa,United States,23000000.0,112880294.0,New Line Cinema,98.0
Scream 3,R,Horror,2000,"February 4, 2000 (United States)",5.6,126000.0,Wes Craven,Kevin Williamson,David Arquette,United States,40000000.0,161834276.0,Dimension Films,116.0
Supernova,PG-13,Horror,2000,"January 14, 2000 (United States)",4.9,17000.0,Walter Hill,William Malone,James Spader,United States,90000000.0,14828081.0,Hammerhead Productions,90.0
Urban Legends: Final Cut,R,Horror,2000,"September 22, 2000 (United States)",4.3,16000.0,John Ottman,Silvio Horta,Jennifer Morrison,Canada,14000000.0,38574362.0,Phoenix Pictures,97.0
The Others,PG-13,Horror,2001,"August 10, 2001 (United States)",7.6,346000.0,Alejandro AmenÃ¡bar,Alejandro AmenÃ¡bar,Nicole Kidman,Spain,17000000.0,209947037.0,Cruise/Wagner Productions,104.0
Jeepers Creepers,R,Horror,2001,"August 31, 2001 (United States)",6.2,115000.0,Victor Salva,Victor Salva,Gina Philips,United States,10000000.0,59371303.0,United Artists,90.0
From Hell,R,Horror,2001,"October 19, 2001 (United States)",6.8,149000.0,Albert Hughes,Alan Moore,Johnny Depp,United States,35000000.0,74558115.0,Twentieth Century Fox,122.0
Session 9,R,Horror,2001,"September 14, 2001 (Italy)",6.4,56000.0,Brad Anderson,Brad Anderson,David Caruso,United States,1500000.0,1612259.0,USA Films,97.0
Pulse,R,Horror,2001,"November 9, 2005 (United States)",6.6,18000.0,Kiyoshi Kurosawa,Kiyoshi Kurosawa,Haruhiko KatÃ´,Japan,,318451.0,Daiei Eiga,119.0
Valentine,R,Horror,2001,"February 2, 2001 (United States)",4.8,26000.0,Jamie Blanks,Tom Savage,Denise Richards,Canada,29000000.0,36684136.0,Warner Bros.,96.0
Soul Survivors,PG-13,Horror,2001,"September 7, 2001 (United States)",3.9,8500.0,Stephen Carpenter,Stephen Carpenter,Melissa Sagemiller,United States,17000000.0,4299141.0,Lost Soul Productions,84.0
The Ring,PG-13,Horror,2002,"October 18, 2002 (United States)",7.1,328000.0,Gore Verbinski,Ehren Kruger,Naomi Watts,United States,48000000.0,249348933.0,Dreamworks Pictures,115.0
Ghost Ship,R,Horror,2002,"October 25, 2002 (United States)",5.5,96000.0,Steve Beck,Mark Hanlon,Julianna Margulies,United States,20000000.0,68349884.0,Warner Bros.,91.0
Cabin Fever,R,Horror,2002,"September 12, 2003 (United States)",5.6,75000.0,Eli Roth,Eli Roth,Jordan Ladd,United States,1500000.0,30553394.0,Tonic Films,93.0
Halloween: Resurrection,R,Horror,2002,"July 12, 2002 (United States)",4.0,39000.0,Rick Rosenthal,Debra Hill,Jamie Lee Curtis,United States,13000000.0,37664855.0,Dimension Films,94.0
Ju-on: The Grudge,R,Horror,2002,"January 25, 2003 (Japan)",6.7,42000.0,Takashi Shimizu,Takashi Shimizu,Megumi Okina,Japan,3500000.0,3657876.0,Pioneer LDC,92.0
Darkness,PG-13,Horror,2002,"December 25, 2004 (United States)",5.4,19000.0,Jaume BalaguerÃ³,Jaume BalaguerÃ³,Anna Paquin,United States,10600000.0,33988736.0,Castelao Producciones,88.0
Wrong Turn,R,Horror,2003,"May 30, 2003 (United States)",6.1,113000.0,Rob Schmidt,Alan B. McElroy,Eliza Dushku,Canada,12600000.0,28650575.0,Summit Entertainment,84.0
House of 1000 Corpses,R,Horror,2003,"April 11, 2003 (United States)",6.1,80000.0,Rob Zombie,Rob Zombie,Sid Haig,United States,7000000.0,16829545.0,Spectacle Entertainment Group,89.0
Final Destination 2,R,Horror,2003,"January 31, 2003 (United States)",6.2,156000.0,David R. Ellis,J. Mackye Gruber,A.J. Cook,United States,26000000.0,90941129.0,New Line Cinema,90.0
High Tension,R,Horror,2003,"June 10, 2005 (United States)",6.8,69000.0,Alexandre Aja,Alexandre Aja,CÃ©cile de France,France,,6291958.0,Alexandre Films,91.0
Jeepers Creepers 2,R,Horror,2003,"August 29, 2003 (United States)",5.6,60000.0,Victor Salva,Victor Salva,Jonathan Breck,United States,17000000.0,63102666.0,United Artists,104.0
Gothika,R,Horror,2003,"November 21, 2003 (United States)",5.8,108000.0,Mathieu Kassovitz,Sebastian Gutierrez,Halle Berry,United States,40000000.0,141591324.0,Columbia Pictures,98.0
The Order,R,Horror,2003,"September 5, 2003 (United States)",5.2,17000.0,Brian Helgeland,Brian Helgeland,Heath Ledger,United States,38000000.0,11560806.0,Twentieth Century Fox,102.0
Saw,R,Horror,2004,"October 29, 2004 (United States)",7.6,391000.0,James Wan,Leigh Whannell,Cary Elwes,United States,1200000.0,103911669.0,Evolution Entertainment,103.0
The Grudge,PG-13,Horror,2004,"October 22, 2004 (United States)",5.9,140000.0,Takashi Shimizu,Stephen Susco,Sarah Michelle Gellar,United States,10000000.0,187281115.0,Columbia Pictures,91.0
Exorcist: the Beginning,R,Horror,2004,"August 20, 2004 (United States)",5.1,34000.0,Renny Harlin,William Peter Blatty,Stellan SkarsgÃ¥rd,United States,80000000.0,78110021.0,Morgan Creek Entertainment,114.0
Three... Extremes,R,Horror,2004,"August 20, 2004 (South Korea)",7.0,19000.0,Fruit Chan,Park Chan-Wook,Bai Ling,Hong Kong,,516930.0,Applause Pictures,125.0
Hostel,R,Horror,2005,"January 6, 2006 (United States)",5.9,172000.0,Eli Roth,Eli Roth,Jay Hernandez,United States,4800000.0,81979826.0,Next Entertainment,94.0
House of Wax,R,Horror,2005,"May 6, 2005 (United States)",5.4,118000.0,Jaume Collet-Serra,Charles Belden,Chad Michael Murray,Australia,40000000.0,68766121.0,Warner Bros.,113.0
The Devil's Rejects,R,Horror,2005,"July 22, 2005 (United States)",6.8,95000.0,Rob Zombie,Rob Zombie,Sid Haig,United States,7000000.0,20901859.0,Lions Gate Films,107.0
Saw II,R,Horror,2005,"October 28, 2005 (United States)",6.6,239000.0,Darren Lynn Bousman,Leigh Whannell,Donnie Wahlberg,Canada,4000000.0,147748505.0,Twisted Pictures,93.0
The Amityville Horror,R,Horror,2005,"April 15, 2005 (United States)",6.0,107000.0,Andrew Douglas,Scott Kosar,Ryan Reynolds,United States,19000000.0,107516369.0,Metro-Goldwyn-Mayer (MGM),90.0
Wolf Creek,R,Horror,2005,"December 25, 2005 (United States)",6.2,69000.0,Greg McLean,Greg McLean,Nathan Phillips,Australia,1000000.0,30894796.0,Australian Film Finance Corporation (AFFC),99.0
Land of the Dead,R,Horror,2005,"June 24, 2005 (United States)",6.2,93000.0,George A. Romero,George A. Romero,John Leguizamo,United States,15000000.0,47074133.0,Universal Pictures,93.0
The Ring Two,PG-13,Horror,2005,"March 18, 2005 (United States)",5.4,93000.0,Hideo Nakata,Ehren Kruger,Naomi Watts,United States,50000000.0,163995949.0,Dreamworks Pictures,110.0
The Fog,PG-13,Horror,2005,"October 14, 2005 (United States)",3.7,35000.0,Rupert Wainwright,Cooper Layne,Tom Welling,United States,18000000.0,46201432.0,Revolution Studios,100.0
Venom,R,Horror,2005,"September 16, 2005 (United States)",4.6,9700.0,Jim Gillespie,Flint Dille,Agnes Bruckner,United States,,881779.0,Dimension Films,87.0
The Hills Have Eyes,R,Horror,2006,"March 10, 2006 (United States)",6.4,162000.0,Alexandre Aja,Wes Craven,Ted Levine,United States,15000000.0,70009308.0,Craven-Maddalena Films,107.0
Silent Hill,R,Horror,2006,"April 21, 2006 (United States)",6.5,217000.0,Christophe Gans,Roger Avary,Radha Mitchell,Canada,50000000.0,100605135.0,TriStar Pictures,125.0
Final Destination 3,R,Horror,2006,"February 10, 2006 (United States)",5.8,133000.0,James Wong,Glen Morgan,Mary Elizabeth Winstead,United States,25000000.0,118890272.0,New Line Cinema,93.0
The Texas Chainsaw Massacre: the Beginning,R,Horror,2006,"October 6, 2006 (United States)",5.8,69000.0,Jonathan Liebesman,Sheldon Turner,Jordana Brewster,United States,16000000.0,51764406.0,New Line Cinema,91.0
When a Stranger Calls,PG-13,Horror,2006,"February 3, 2006 (United States)",5.1,44000.0,Simon West,Jake Wade Wall,Camilla Belle,United States,15000000.0,67062123.0,Screen Gems,87.0
The Wicker Man,PG-13,Horror,2006,"September 1, 2006 (United States)",3.7,65000.0,Neil LaBute,Neil LaBute,Nicolas Cage,United States,40000000.0,38805380.0,Warner Bros.,102.0
Turistas,R,Horror,2006,"December 1, 2006 (United States)",5.4,37000.0,John Stockwell,Michael Arlen Ross,Josh Duhamel,United States,10000000.0,14756513.0,Fox Atomic,93.0
Black Christmas,R,Horror,2006,"December 25, 2006 (United States)",4.6,25000.0,Glen Morgan,Glen Morgan,Michelle Trachtenberg,Canada,9000000.0,21510851.0,Dimension Films,95.0
Pulse,PG-13,Horror,2006,"August 11, 2006 (United States)",4.8,28000.0,Jim Sonzero,Kiyoshi Kurosawa,Kristen Bell,United States,20500000.0,29907685.0,Dimension Films,90.0
The Grudge 2,PG-13,Horror,2006,"October 13, 2006 (United States)",5.1,48000.0,Takashi Shimizu,Stephen Susco,Amber Tamblyn,United States,20000000.0,70711175.0,Columbia Pictures,102.0
28 Weeks Later,R,Horror,2007,"May 11, 2007 (United States)",7.0,263000.0,Juan Carlos Fresnadillo,Rowan Joffe,Jeremy Renner,United Kingdom,15000000.0,65048678.0,Fox Atomic,100.0
The Mist,R,Horror,2007,"November 21, 2007 (United States)",7.1,287000.0,Frank Darabont,Frank Darabont,Thomas Jane,United States,18000000.0,57470220.0,Dimension Films,126.0
Halloween,R,Horror,2007,"August 31, 2007 (United States)",6.1,111000.0,Rob Zombie,Rob Zombie,Scout Taylor-Compton,United States,15000000.0,80460948.0,Dimension Films,109.0
Dead Silence,R,Horror,2007,"March 16, 2007 (United States)",6.2,89000.0,James Wan,Leigh Whannell,Ryan Kwanten,United States,20000000.0,22382047.0,Universal Pictures,89.0
Hostel: Part II,R,Horror,2007,"June 8, 2007 (United States)",5.5,87000.0,Eli Roth,Eli Roth,Lauren German,United States,10200000.0,35728183.0,Lionsgate,94.0
Timecrimes,R,Horror,2007,"June 27, 2008 (Spain)",7.2,60000.0,Nacho Vigalondo,Nacho Vigalondo,Karra Elejalde,Spain,2600000.0,553198.0,Karbo Vantas Entertainment,92.0
Paranormal Activity,R,Horror,2007,"October 16, 2009 (United States)",6.3,225000.0,Oren Peli,Oren Peli,Katie Featherston,United States,15000.0,193355800.0,Solana Films,86.0
Vacancy,R,Horror,2007,"April 20, 2007 (United States)",6.2,96000.0,NimrÃ³d Antal,Mark L. Smith,Kate Beckinsale,United States,19000000.0,35442935.0,Screen Gems,85.0
The Hills Have Eyes 2,R,Horror,2007,"March 23, 2007 (United States)",5.1,62000.0,Martin Weisz,Wes Craven,Daniella Alonso,United States,15000000.0,37697773.0,Fox Atomic,89.0
The Reaping,R,Horror,2007,"April 5, 2007 (United States)",5.6,42000.0,Stephen Hopkins,Carey W. Hayes,Hilary Swank,United States,40000000.0,62771059.0,Warner Bros.,99.0
The Strangers,R,Horror,2008,"May 30, 2008 (United States)",6.2,121000.0,Bryan Bertino,Bryan Bertino,Scott Speedman,United States,9000000.0,82410456.0,Rogue Pictures,86.0
Eden Lake,R,Horror,2008,"September 12, 2008 (United Kingdom)",6.8,79000.0,James Watkins,James Watkins,Kelly Reilly,United Kingdom,,3984669.0,Rollercoaster Films,91.0
Repo! The Genetic Opera,R,Horror,2008,"November 20, 2008 (Czech Republic)",6.6,24000.0,Darren Lynn Bousman,Darren Smith,Paul Sorvino,United States,8500000.0,188126.0,Twisted Pictures,98.0
The Midnight Meat Train,R,Horror,2008,"October 31, 2008 (United Kingdom)",6.0,61000.0,RyÃ»hei Kitamura,Jeff Buhler,Vinnie Jones,United States,15000000.0,3534313.0,Lakeshore Entertainment,100.0
Prom Night,PG-13,Horror,2008,"April 11, 2008 (United States)",3.9,35000.0,Nelson McCormick,J.S. Cardone,Brittany Snow,United States,20000000.0,57197876.0,Screen Gems,88.0
Mirrors,R,Horror,2008,"August 15, 2008 (United States)",6.1,104000.0,Alexandre Aja,Alexandre Aja,Kiefer Sutherland,United States,35000000.0,78094714.0,New Regency Productions,110.0
Quarantine,R,Horror,2008,"October 10, 2008 (United States)",5.9,71000.0,John Erick Dowdle,John Erick Dowdle,Jennifer Carpenter,United States,12000000.0,41319906.0,Screen Gems,89.0
Shutter,PG-13,Horror,2008,"March 21, 2008 (United States)",5.2,33000.0,Masayuki Ochiai,Luke Dawson,Joshua Jackson,United States,8000000.0,48555306.0,New Regency Productions,85.0
One Missed Call,PG-13,Horror,2008,"January 4, 2008 (United States)",4.0,31000.0,Eric Valette,Andrew Klavan,Edward Burns,United States,20000000.0,45847751.0,Alcon Entertainment,87.0
Orphan,R,Horror,2009,"July 24, 2009 (United States)",7.0,199000.0,Jaume Collet-Serra,David Leslie Johnson-McGoldrick,Vera Farmiga,United States,,77912251.0,Dark Castle Entertainment,123.0
Friday the 13th,R,Horror,2009,"February 13, 2009 (United States)",5.5,100000.0,Marcus Nispel,Victor Miller,Jared Padalecki,United States,19000000.0,91509154.0,New Line Cinema,97.0
The Human Centipede (First Sequence),R,Horror,2009,"April 28, 2010 (United States)",4.4,75000.0,Tom Six,Tom Six,Dieter Laser,Netherlands,,325113.0,Six Entertainment,92.0
Drag Me to Hell,PG-13,Horror,2009,"May 29, 2009 (United States)",6.5,192000.0,Sam Raimi,Sam Raimi,Alison Lohman,United States,30000000.0,90842646.0,Universal Pictures,99.0
The Last House on the Left,R,Horror,2009,"March 13, 2009 (United States)",6.5,88000.0,Dennis Iliadis,Adam Alleca,Garret Dillahunt,United States,15000000.0,45995223.0,Rogue Pictures,110.0
Sorority Row,R,Horror,2009,"September 11, 2009 (United States)",5.1,29000.0,Stewart Hendler,Josh Stolberg,Briana Evigan,United States,12500000.0,27206120.0,House Row Productions,101.0
The Fourth Kind,PG-13,Horror,2009,"November 6, 2009 (United States)",5.9,75000.0,Olatunde Osunsanmi,Olatunde Osunsanmi,Milla Jovovich,United States,10000000.0,47719794.0,Universal Pictures,98.0
The Collector,R,Horror,2009,"July 31, 2009 (United States)",6.4,61000.0,Marcus Dunstan,Patrick Melton,Josh Stewart,United States,6000000.0,10234475.0,LD Entertainment,90.0
Case 39,R,Horror,2009,"October 1, 2010 (United States)",6.2,81000.0,Christian Alvart,Ray Wright,RenÃ©e Zellweger,United States,26000000.0,28190603.0,Paramount Vantage,109.0
Halloween II,R,Horror,2009,"August 28, 2009 (United States)",4.8,50000.0,Rob Zombie,Rob Zombie,Scout Taylor-Compton,United States,15000000.0,39421467.0,Dimension Films,105.0
My Bloody Valentine,R,Horror,2009,"January 16, 2009 (United States)",5.4,55000.0,Patrick Lussier,Todd Farmer,Jensen Ackles,United States,15000000.0,100734718.0,Lionsgate,101.0
Saw VI,R,Horror,2009,"October 23, 2009 (United States)",6.0,105000.0,Kevin Greutert,Patrick Melton,Tobin Bell,Canada,11000000.0,68234154.0,Twisted Pictures,90.0
The House of the Devil,R,Horror,2009,"April 25, 2009 (Brazil)",6.4,42000.0,Ti West,Ti West,Jocelin Donahue,United States,900000.0,101215.0,MPI Media Group,95.0
[Rec]Â²,R,Horror,2009,"October 2, 2009 (Spain)",6.5,70000.0,Jaume BalaguerÃ³,Jaume BalaguerÃ³,Jonathan D. Mellor,Spain,5600000.0,18853164.0,Filmax,85.0
Insidious,PG-13,Horror,2010,"April 1, 2011 (United States)",6.8,287000.0,James Wan,Leigh Whannell,Patrick Wilson,United States,1500000.0,99557032.0,FilmDistrict,103.0
I Spit on Your Grave,R,Horror,2010,"January 20, 2011 (Argentina)",6.3,79000.0,Steven R. Monroe,Adam Rockoff,Sarah Butler,United States,2000000.0,1278650.0,Cinetel Films,108.0
Devil,PG-13,Horror,2010,"September 17, 2010 (United States)",6.2,137000.0,John Erick Dowdle,Brian Nelson,Chris Messina,United States,10000000.0,62695489.0,Universal Pictures,80.0
The Crazies,R,Horror,2010,"February 26, 2010 (United States)",6.5,114000.0,Breck Eisner,Scott Kosar,Radha Mitchell,United States,20000000.0,54806823.0,Overture Films,101.0
Beyond the Black Rainbow,R,Horror,2010,"April 22, 2011 (United States)",6.0,14000.0,Panos Cosmatos,Panos Cosmatos,Eva Bourne,Canada,,56491.0,Chromewood Productions,110.0
Paranormal Activity 2,R,Horror,2010,"October 22, 2010 (United States)",5.7,100000.0,Tod Williams,Michael R. Perry,Katie Featherston,United States,3000000.0,177512032.0,Paramount Pictures,91.0
The Last Exorcism,PG-13,Horror,2010,"August 27, 2010 (United States)",5.7,49000.0,Daniel Stamm,Huck Botko,Patrick Fabian,France,1800000.0,69432527.0,Strike Entertainment,87.0
Vanishing on 7th Street,R,Horror,2010,"February 5, 2011 (Japan)",4.9,25000.0,Brad Anderson,Anthony Jaswinski,Hayden Christensen,United States,10000000.0,1671196.0,Herrick Entertainment,92.0
My Soul to Take,R,Horror,2010,"October 8, 2010 (United States)",4.8,20000.0,Wes Craven,Wes Craven,Max Thieriot,United States,25000000.0,21500813.0,Rogue,107.0
The Cabin in the Woods,R,Horror,2011,"April 13, 2012 (United States)",7.0,387000.0,Drew Goddard,Joss Whedon,Kristen Connolly,United States,30000000.0,69935600.0,Lionsgate,95.0
Scream 4,R,Horror,2011,"April 15, 2011 (United States)",6.1,131000.0,Wes Craven,Kevin Williamson,Neve Campbell,United States,40000000.0,97231420.0,Dimension Films,111.0
You're Next,R,Horror,2011,"August 23, 2013 (United States)",6.6,92000.0,Adam Wingard,Simon Barrett,Sharni Vinson,United States,1000000.0,26895481.0,Snoot Entertainment,95.0
The Thing,R,Horror,2011,"October 14, 2011 (United States)",6.2,124000.0,Matthijs van Heijningen Jr.,Eric Heisserer,Mary Elizabeth Winstead,Canada,38000000.0,31505287.0,Morgan Creek Entertainment,103.0
Shark Night,PG-13,Horror,2011,"September 2, 2011 (United States)",4.0,25000.0,David R. Ellis,Will Hayes,Sara Paxton,United States,25000000.0,41363927.0,Incentive Filmed Entertainment,90.0
The Human Centipede II (Full Sequence),Not Rated,Horror,2011,November 2011 (Australia),3.8,37000.0,Tom Six,Tom Six,Laurence R. Harvey,Netherlands,,170323.0,Six Entertainment Company,91.0
Apollo 18,PG-13,Horror,2011,"September 2, 2011 (United States)",5.2,54000.0,Gonzalo LÃ³pez-Gallego,Brian Miller,Warren Christie,United States,5000000.0,26236153.0,Dimension Films,86.0
Sinister,R,Horror,2012,"October 12, 2012 (United States)",6.8,229000.0,Scott Derrickson,Scott Derrickson,Ethan Hawke,United States,3000000.0,82515113.0,Summit Entertainment,110.0
Maniac,Not Rated,Horror,2012,"January 2, 2013 (France)",6.1,36000.0,Franck Khalfoun,Alexandre Aja,Elijah Wood,France,6000000.0,2631275.0,La Petite Reine,89.0
V/H/S,R,Horror,2012,"September 6, 2012 (Russia)",5.8,58000.0,Directors,Brad Miska,Calvin Reeder,United States,,1944287.0,8383 Productions,116.0
No One Lives,R,Horror,2012,"May 10, 2013 (United States)",6.0,20000.0,RyÃ»hei Kitamura,David Cohen,Luke Evans,United States,2900000.0,1048704.0,Milk & Media,86.0
The Lords of Salem,R,Horror,2012,"April 18, 2013 (Russia)",5.2,28000.0,Rob Zombie,Rob Zombie,Sheri Moon Zombie,United States,1500000.0,1544989.0,Alliance,101.0
The Possession,PG-13,Horror,2012,"August 31, 2012 (United States)",5.9,58000.0,Ole Bornedal,Juliet Snowden,Natasha Calis,United States,14000000.0,85446075.0,Ghost House Pictures,92.0
The Collection,R,Horror,2012,"November 30, 2012 (United States)",6.1,47000.0,Marcus Dunstan,Patrick Melton,Josh Stewart,United States,7500000.0,9929706.0,LD Entertainment,82.0
The Bay,R,Horror,2012,"November 21, 2012 (Belgium)",5.7,26000.0,Barry Levinson,Michael Wallach,Will Rogers,United States,,1581252.0,Automatik Entertainment,84.0
The Apparition,PG-13,Horror,2012,"August 24, 2012 (United States)",4.1,19000.0,Todd Lincoln,Todd Lincoln,Ashley Greene,United States,17000000.0,11350665.0,Warner Bros.,82.0
Paranormal Activity 4,R,Horror,2012,"October 19, 2012 (United States)",4.6,63000.0,Henry Joost,Christopher Landon,Stephen Dunham,United States,5000000.0,142802657.0,Paramount Pictures,88.0
Chernobyl Diaries,R,Horror,2012,"May 25, 2012 (United States)",5.0,65000.0,Bradley Parker,Oren Peli,Jesse McCartney,United States,1000000.0,38390020.0,Alcon Entertainment,86.0
The Devil Inside,R,Horror,2012,"January 6, 2012 (United States)",4.2,35000.0,William Brent Bell,William Brent Bell,Fernanda Andrade,United States,1000000.0,101758490.0,Insurge Pictures,83.0
The Conjuring,R,Horror,2013,"July 19, 2013 (United States)",7.5,464000.0,James Wan,Chad Hayes,Patrick Wilson,United States,20000000.0,320290989.0,New Line Cinema,112.0
The Purge,R,Horror,2013,"June 7, 2013 (United States)",5.7,209000.0,James DeMonaco,James DeMonaco,Ethan Hawke,United States,3000000.0,89328627.0,Universal Pictures,85.0
Evil Dead,R,Horror,2013,"April 5, 2013 (United States)",6.5,160000.0,Fede Alvarez,Fede Alvarez,Jane Levy,United States,17000000.0,97542952.0,TriStar Pictures,91.0
Texas Chainsaw,R,Horror,2013,"January 4, 2013 (United States)",4.8,47000.0,John Luessenhop,Adam Marcus,Alexandra Daddario,United States,20000000.0,47340586.0,Lionsgate,92.0
Oculus,R,Horror,2013,"April 11, 2014 (United States)",6.5,120000.0,Mike Flanagan,Mike Flanagan,Karen Gillan,United States,5000000.0,44459951.0,Intrepid Pictures,104.0
Insidious: Chapter 2,PG-13,Horror,2013,"September 13, 2013 (United States)",6.6,160000.0,James Wan,Leigh Whannell,Patrick Wilson,United States,5000000.0,161919318.0,FilmDistrict,106.0
I Spit on Your Grave 2,R,Horror,2013,"September 5, 2013 (Ukraine)",5.7,28000.0,Steven R. Monroe,Neil Elman,Jemma Dallender,United States,,678604.0,Cinetel Films,106.0
Dark Skies,PG-13,Horror,2013,"February 22, 2013 (United States)",6.3,73000.0,Scott Stewart,Scott Stewart,Keri Russell,United States,3500000.0,27858103.0,Alliance Films,97.0
V/H/S/2,R,Horror,2013,"June 6, 2013 (United States)",6.0,37000.0,Directors,Simon Barrett,Lawrence Michael Levine,United States,,805574.0,The Collective Studios,96.0
It Follows,R,Horror,2014,"March 13, 2015 (United States)",6.8,217000.0,David Robert Mitchell,David Robert Mitchell,Maika Monroe,United States,1000000.0,21947454.0,Northern Lights Films,100.0
"As Above, So Below",R,Horror,2014,"August 29, 2014 (United States)",6.2,83000.0,John Erick Dowdle,John Erick Dowdle,Perdita Weeks,United States,5000000.0,41898409.0,Legendary Entertainment,93.0
Annabelle,R,Horror,2014,"October 3, 2014 (United States)",5.4,147000.0,John R. Leonetti,Gary Dauberman,Ward Horton,United States,6500000.0,257579282.0,New Line Cinema,99.0
Goodnight Mommy,R,Horror,2014,"September 11, 2015 (United States)",6.7,47000.0,Severin Fiala,Veronika Franz,Lukas Schwarz,Austria,,2193474.0,Ulrich Seidl Film Produktion GmbH,99.0
Unfriended,R,Horror,2014,"April 17, 2015 (United States)",5.5,71000.0,Levan Gabriadze,Nelson Greaves,Heather Sossaman,United States,1000000.0,62882090.0,Bazelevs Production,83.0
Clown,R,Horror,2014,"June 17, 2016 (United States)",5.7,23000.0,Jon Watts,Christopher Ford,Andy Powers,United States,1500000.0,4381603.0,Cross Creek Pictures,100.0
Spring,Not Rated,Horror,2014,"March 20, 2015 (United States)",6.7,26000.0,Justin Benson,Justin Benson,Lou Taylor Pucci,United States,,49970.0,Rustic Films,109.0
The Quiet Ones,PG-13,Horror,2014,"April 25, 2014 (United States)",5.1,20000.0,John Pogue,Craig Rosenberg,Jared Harris,United Kingdom,200000.0,17835162.0,Exclusive Media Group,98.0
Ouija,PG-13,Horror,2014,"October 24, 2014 (United States)",4.5,50000.0,Stiles White,Juliet Snowden,Olivia Cooke,United States,5000000.0,103687316.0,Universal Pictures,89.0
The Visit,PG-13,Horror,2015,"September 11, 2015 (United States)",6.2,119000.0,M. Night Shyamalan,M. Night Shyamalan,Olivia DeJonge,United States,5000000.0,98450062.0,Blinding Edge Pictures,94.0
Green Room,R,Horror,2015,"May 13, 2016 (United States)",7.0,112000.0,Jeremy Saulnier,Jeremy Saulnier,Anton Yelchin,United States,5000000.0,3769214.0,Broad Green Pictures,95.0
Insidious: Chapter 3,PG-13,Horror,2015,"June 5, 2015 (United States)",6.1,97000.0,Leigh Whannell,Leigh Whannell,Dermot Mulroney,Canada,10000000.0,112983889.0,Gramercy Pictures (I),97.0
Sinister 2,R,Horror,2015,"August 21, 2015 (United States)",5.3,50000.0,CiarÃ¡n Foy,Scott Derrickson,James Ransone,United States,10000000.0,53329150.0,Entertainment One,97.0
The Blackcoat's Daughter,R,Horror,2015,"February 16, 2017 (United States)",5.9,20000.0,Oz Perkins,Oz Perkins,Emma Roberts,Canada,,38348.0,Paris Film,93.0
Poltergeist,PG-13,Horror,2015,"May 22, 2015 (United States)",4.9,56000.0,Gil Kenan,David Lindsay-Abaire,Sam Rockwell,United States,35000000.0,95437994.0,Fox 2000 Pictures,93.0
The Lazarus Effect,PG-13,Horror,2015,"February 27, 2015 (United States)",5.2,42000.0,David Gelb,Luke Dawson,Olivia Wilde,United States,3300000.0,38356892.0,Blumhouse Productions,83.0
The Gallows,R,Horror,2015,"July 10, 2015 (United States)",4.3,20000.0,Travis Cluff,Chris Lofing,Reese Mishler,United States,100000.0,42964410.0,New Line Cinema,81.0
Southbound,R,Horror,2015,"February 9, 2016 (United States)",5.9,17000.0,Directors,Matt Bettinelli-Olpin,Chad Villella,United States,,35275.0,Soapbox Films,89.0
Split,PG-13,Horror,2016,"January 20, 2017 (United States)",7.3,446000.0,M. Night Shyamalan,M. Night Shyamalan,James McAvoy,United States,9000000.0,278454417.0,Universal Pictures,117.0
The Conjuring 2,R,Horror,2016,"June 10, 2016 (United States)",7.3,242000.0,James Wan,Chad Hayes,Vera Farmiga,Canada,40000000.0,321788219.0,New Line Cinema,134.0
The Neon Demon,R,Horror,2016,"June 24, 2016 (United States)",6.2,87000.0,Nicolas Winding Refn,Nicolas Winding Refn,Elle Fanning,United States,7000000.0,3377430.0,Space Rocket Nation,117.0
The Boy,PG-13,Horror,2016,"January 22, 2016 (United States)",6.0,84000.0,William Brent Bell,Stacey Menear,Lauren Cohan,United States,10000000.0,73929392.0,Lakeshore Entertainment,97.0
The Belko Experiment,R,Horror,2016,"March 17, 2017 (United States)",6.1,46000.0,Greg McLean,James Gunn,John Gallagher Jr.,United States,5000000.0,11084630.0,Orion Pictures,89.0
The Void,Not Rated,Horror,2016,"April 7, 2017 (United States)",5.9,33000.0,Jeremy Gillespie,Jeremy Gillespie,Aaron Poole,Canada,,368372.0,120dB Films,90.0
31,,Horror,2016,"September 16, 2016 (United States)",5.1,19000.0,Rob Zombie,Rob Zombie,Malcolm McDowell,United Kingdom,1500000.0,850419.0,Bow and Arrow Entertainment,102.0
Blair Witch,R,Horror,2016,"September 16, 2016 (United States)",5.0,43000.0,Adam Wingard,Simon Barrett,James Allen McCune,Canada,5000000.0,45173154.0,Lionsgate,89.0
The Forest,PG-13,Horror,2016,"January 8, 2016 (United States)",4.8,41000.0,Jason Zada,Nick Antosca,Natalie Dormer,United States,10000000.0,39712000.0,AI-Film,93.0
Pet,R,Horror,2016,"December 2, 2016 (United States)",5.7,16000.0,Carles Torrens,Jeremy Slater,Dominic Monaghan,Spain,,22003.0,Cine365 Films,94.0
Incarnate,PG-13,Horror,2016,"December 2, 2016 (United States)",5.3,12000.0,Brad Peyton,Ronnie Christensen,Aaron Eckhart,United States,5000000.0,9037058.0,IM Global,87.0
